id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20311,Precioso departamento con terraza,209540201,Alan,,Benito Ju·rez,19.38763,-99.16669,Entire home/apt,1110,2,4,26/12/2022,3.75,8,347,4,
20312,Hermoso departamento en Carso,209540201,Alan,,Miguel Hidalgo,19.44434,-99.20326,Entire home/apt,1800,2,6,25/12/2022,1.88,8,338,6,
20313,"Polanco area luxury apartment, 1 bedroom + parking",29638530,Santiago,,Miguel Hidalgo,19.44062,-99.19485,Entire home/apt,1614,1,6,18/12/2022,1.73,2,335,6,
20314,Spacious 2 BR 2 BA Loft Near  Down town 17 MinWalk,119507082,Noox,,CuauhtÈmoc,19.43091,-99.14742,Entire home/apt,1400,2,4,06/12/2022,1.17,9,364,4,
20315,Linda habitaci√≥n con ba√±o privado en Polanco,216666376,Yadira,,Miguel Hidalgo,19.43719,-99.17947,Private room,500,2,7,10/12/2022,2.73,3,363,7,
20316,Amplio y luminoso Depto en la mejor zona de CDMX,27274354,Angelica,,CuauhtÈmoc,19.41691,-99.17303,Private room,860,2,0,,,2,1,0,
20317,"Pac√≠fica, renovada y gran rec√°mara en Centro1",85212288,Jes√∫s,,CuauhtÈmoc,19.43674785,-99.13884635,Private room,1555,2,1,01/11/2022,0.51,1,365,1,
20318,Habitaci√≥n (vista Skyline CDMX),480657739,Cristian,,CuauhtÈmoc,19.44784,-99.15787,Private room,334,1,3,04/12/2022,2.73,1,360,3,
20319,Cozy & Stylish apartmen @ New Polanco 3bed/2.5bath,480664619,Blanca Leonor De La Caridad,,Miguel Hidalgo,19.44157,-99.2019,Entire home/apt,3137,1,6,22/12/2022,4.09,1,365,6,
20320,Departamento 203B con todos los servicios Condesa,110827204,Pilar,,CuauhtÈmoc,19.40992,-99.17805,Private room,493,2,8,22/12/2022,3.16,6,354,8,
20321,Departamento con todos los servicios incluidos 7B,110827204,Pilar,,CuauhtÈmoc,19.40995,-99.17756,Private room,450,2,8,01/12/2022,3.93,6,324,8,
20322,C22-9 Bonita habitaci√≥n con Terraza,31540218,Roy,,CuauhtÈmoc,19.40650685,-99.17611767,Private room,337,2,6,17/12/2022,2.12,23,172,6,
20323,Villa llena de vida con jard√≠n,48278404,Cristina,,Benito Ju·rez,19.37623,-99.13757,Private room,305,5,3,13/12/2022,0.93,4,71,3,
20324,Bonito Departamento II cercano a Foro Sol,173597259,Eduardo,,Iztacalco,19.4008,-99.09694,Entire home/apt,900,1,18,11/12/2022,6.14,2,145,18,
20325,"Caba√±a √∫nica de los amigos cineastas, fogata y m√°s",204162033,Romina,,Tlalpan,19.293,-99.16241,Private room,650,1,10,11/12/2022,3.19,1,358,10,
20326,Steps from Condesa & Amsterdam -Naturally Well Lit,333035396,Clau,,CuauhtÈmoc,19.40935,-99.16819,Entire home/apt,1044,1,15,25/12/2022,4.89,45,309,15,
20327,Golden star,286926815,Maribel,,CuauhtÈmoc,19.4064348,-99.1609342,Entire home/apt,501,1,7,28/11/2022,2.41,7,356,7,
20328,San Angel exclusivo con excelente comunicaci√≥n,87539949,Nayeli,,¡lvaro ObregÛn,19.35602,-99.19665,Entire home/apt,1586,2,0,,,11,90,0,
20329,Habitaci√≥n en departamento en Ciudad de M√©xico,480740431,Juan,,Benito Ju·rez,19.39685,-99.17752,Private room,730,3,1,01/11/2022,0.5,2,156,1,
20330,Gigante habitacion privada amenidades Santa Fe,52169905,Car,,Cuajimalpa de Morelos,19.36125,-99.27125,Private room,1050,5,2,06/11/2022,0.85,7,365,2,
20331,The closest place to El Angel. Period.,47517288,Hector,,CuauhtÈmoc,19.42517,-99.16936,Entire home/apt,3882,3,0,,,2,23,0,
20332,Amazing New 2Floor Apt+Pool Rooftop Best Chic Zone,121878340,Israel,,CuauhtÈmoc,19.4099772,-99.1676058,Entire home/apt,2943,2,8,27/11/2022,2.55,1,327,8,
20333,Beautiful room/Excellent location Roma Norte CDMX.,445250346,Jesus Manuel,,CuauhtÈmoc,19.4196508,-99.16457,Private room,982,3,1,31/10/2022,0.49,2,365,1,
20334,Lujoso y hermoso departamento/ con gimnasio,479759191,Humberto,,Miguel Hidalgo,19.44029,-99.18058,Entire home/apt,1020,1,2,30/10/2022,0.61,1,331,2,
20335,Apartamento Chantli,480225438,Rosa Isela,,CuauhtÈmoc,19.43738,-99.16531,Entire home/apt,2000,3,3,27/11/2022,1.67,1,365,3,
20336,Habitaci√≥n c√©ntrica en Ciudad de M√©xico,472395208,Georgina,,Benito Ju·rez,19.40278,-99.15191,Private room,210,5,3,02/11/2022,0.99,4,364,3,
20337,Hermoso Depto en Coyoacan Extranjeros,479802573,Alan Daniel,,Coyoac·n,19.33962,-99.16519,Entire home/apt,1557,3,2,14/12/2022,1,1,365,2,
20338,Art Deco apartment at the heart of trendy Condesa,98685240,Horacio,,CuauhtÈmoc,19.40969,-99.17056,Entire home/apt,1500,3,10,24/12/2022,3.61,11,320,10,
20339,"Precioso y bien ubicado, departamento con terraza.",460092629,Rocio,,CuauhtÈmoc,19.4292954,-99.1712724,Entire home/apt,1079,2,16,18/12/2022,5.39,2,329,16,
20340,Lovely Polanco 1bedroom apt,54148955,Adriana,,Miguel Hidalgo,19.43810439,-99.18865666,Entire home/apt,1157,1,6,16/12/2022,2.31,1,348,6,
20341,"Del Valle, ideal estancias largas",130445271,Mario,,Benito Ju·rez,19.37140657,-99.1664473,Entire home/apt,1299,2,2,03/11/2022,0.98,8,365,2,
20342,Experience Mexico from a great House in Coyoac·n,333035396,Clau,,Coyoac·n,19.3558,-99.14675,Entire home/apt,1543,2,13,23/12/2022,3.98,45,327,13,
20343,Blanco y Pulcro en Centro de Negocios Insurgentes,48722853,Carlos,,Benito Ju·rez,19.39451634,-99.17555474,Entire home/apt,1485,1,9,04/12/2022,2.76,2,365,9,
20344,Depa de lujo sobre Paseo de la Reforma,127902210,Guillermo,,CuauhtÈmoc,19.4336999,-99.1550421,Entire home/apt,2200,2,7,20/12/2022,2.14,1,324,7,
20345,Estudio privado ubicado en el coraz√≥n de narvarte,480749426,Daniela,,Benito Ju·rez,19.38782,-99.15311,Private room,600,1,0,,,1,365,0,
20346,Loft con Jacuzzi y Terraza Privada,265320501,Ka,,Benito Ju·rez,19.36794,-99.16929,Entire home/apt,1957,1,5,11/12/2022,1.69,2,119,5,
20347,Apartamiento nuevo c√©ntrico Viva M√©xico,480294636,Elsa,,CuauhtÈmoc,19.44491,-99.14204,Private room,258,1,8,19/12/2022,2.7,2,365,8,
20348,Mr. W | Apartment with a Cozy View,10764020,Mr. W,,Miguel Hidalgo,19.4042017,-99.175305,Entire home/apt,2495,1,1,04/11/2022,0.53,231,356,1,
20349,Hermosa habitaci√≥n al sur de la CDMX.,142518342,Fabiola,,¡lvaro ObregÛn,19.3539994,-99.1885698,Private room,500,2,3,14/12/2022,2.09,1,353,3,
20350,hotel santamaria king de lujo,424868059,Juan,,CuauhtÈmoc,19.44968,-99.15437,Private room,700,1,0,,,3,140,0,
20351,Trendy & Quite Apartment in the Best Area of CDMX,114564195,Fernando,,CuauhtÈmoc,19.4245,-99.17515,Entire home/apt,2232,1,1,17/10/2022,0.4,15,255,1,
20352,Acogedora habitaci√≥n en Condesa,184441954,Fabrizzio,,CuauhtÈmoc,19.41321428,-99.16983509,Private room,600,2,5,05/12/2022,1.74,1,85,5,
20353,VH | Loft 1 rec + parking + wifi | Polanco | 65,382880251,Carcho,,Miguel Hidalgo,19.4425332,-99.1856006,Entire home/apt,1127,1,12,24/12/2022,4.04,46,364,12,
20354,3 apartments up to 10ppl in Condesa Mix 10,4448934,John,,CuauhtÈmoc,19.4117,-99.18069,Entire home/apt,3493,1,1,23/11/2022,0.79,35,352,1,
20355,En tercer piso bien equipado y comodo,27619950,Rodrigo,,Benito Ju·rez,19.37904,-99.16981,Entire home/apt,900,15,2,06/12/2022,1.3,8,68,2,
20356,Hermoso departamento en la Del Valle centro. Nice,235423873,Fonsy Tohen,,Benito Ju·rez,19.37864,-99.16083,Entire home/apt,1414,2,11,04/12/2022,3.63,4,67,11,
20357,"Nido, intimo estudio en zona poniente de la ciudad",287549196,Eduardo Eli,,Miguel Hidalgo,19.44819862,-99.18891013,Entire home/apt,795,1,2,29/10/2022,0.8,1,365,2,
20358,"Cuarto cerca aeropuerto, TAPO Foro sol aut√≥dromo",247112495,Brayan,,Venustiano Carranza,19.42785,-99.10968,Private room,357,1,8,21/12/2022,2.42,3,359,8,
20359,Hermoso condominio con Jacuzzi. N√°poles.,295244575,Constanza,,Benito Ju·rez,19.39188,-99.18199,Entire home/apt,1600,1,3,03/11/2022,1.02,1,365,3,
20360,Cool loft in the heart of Condesa,479938565,Luis,,CuauhtÈmoc,19.4166638,-99.1780626,Entire home/apt,1150,1,4,13/11/2022,2.18,1,1,4,
20361,Best location in the most exclusive area of Mexico,49662793,Daniel,,Miguel Hidalgo,19.43292,-99.19282,Entire home/apt,1900,1,2,07/12/2022,1.71,1,363,2,
20362,Villa llena de vida con jard√≠n,48278404,Cristina,,Benito Ju·rez,19.37459,-99.13761,Private room,305,5,1,03/12/2022,1,4,88,1,
20363,polanquito frente parque lincoln 2prs c/ desayuno,12222686,Pilar,,Miguel Hidalgo,19.43113,-99.19594,Private room,2166,1,0,,,13,365,0,
20364,Departamento con estacionamiento cerca de Reforma,98969593,Hospedaje Guanajuato,,CuauhtÈmoc,19.44305,-99.14156,Entire home/apt,1176,2,5,03/12/2022,2,1,352,5,
20365,polanquito fte parque lincoln 2pr con desayuno b&b,12222686,Pilar,,Miguel Hidalgo,19.43092,-99.19527,Private room,2134,1,0,,,13,365,0,
20366,506 cozy apartment & great location in La Roma,193333392,Sandra,,CuauhtÈmoc,19.40986041,-99.16618578,Entire home/apt,1500,2,2,02/11/2022,0.8,13,141,2,
20367,Loft de 2 pisos en Hip√≥dromo,56279176,Stephan,,CuauhtÈmoc,19.41603,-99.16692,Entire home/apt,4852,2,1,01/11/2022,0.5,1,284,1,
20368,Hermoso Depto por Parque Delta con estacionamiento,479960778,Agustin,,Benito Ju·rez,19.39925552,-99.1531441,Entire home/apt,1290,2,4,11/12/2022,1.76,1,362,4,
20369,Habitaci√≥n con entrada y ba√±o independiente,262162645,Leon Alejandro,,Venustiano Carranza,19.41538325,-99.10984395,Private room,207,1,20,22/12/2022,6.59,1,365,20,
20370,Cozy studio located in Mexico City downtown.,387547069,Osvaldo,,CuauhtÈmoc,19.43666,-99.15649,Entire home/apt,541,5,1,24/10/2022,0.44,1,266,1,
20371,"Rec√°mara Amplia Sur terminal
 matrimonial",479986657,Josue,,Coyoac·n,19.31193,-99.12239,Private room,275,2,3,19/11/2022,1.29,2,365,3,
20372,Rec√°mara para dos personas en Ciudad de M√©xico,480740431,Juan,,Benito Ju·rez,19.39676,-99.17637,Private room,850,3,2,21/11/2022,0.98,2,66,2,
20373,A JVD Amplia Habitaci√≥n Priv @ Condesa Chapultepec,322510577,Urbano Suites,,CuauhtÈmoc,19.41264,-99.18045,Private room,212,2,6,07/12/2022,2.81,63,357,6,
20374,Habitaci√≥n Compartida Femenil en Centro Hist√≥rico,476408422,Barrio,,CuauhtÈmoc,19.4306364,-99.1386755,Shared room,289,1,3,31/10/2022,1.01,5,119,3,
20375,Vista M√°gia CDMX 2,480370318,Roberto Isaac,,Miguel Hidalgo,19.44497,-99.16841,Private room,650,1,9,04/12/2022,3.1,4,365,9,
20376,"Habitaciones, Colonia Condesa, Ciudad de M√©xico.",480000904,Francisco Javier,,CuauhtÈmoc,19.4059212,-99.17787217,Private room,666,1,1,26/09/2022,0.31,2,365,1,
20377,VH | Depa en Narvarte | 1 rec + s√∫per wifi | 264,382880251,Carcho,,Benito Ju·rez,19.3947476,-99.1505882,Entire home/apt,787,1,7,22/12/2022,2.1,46,342,7,
20378,"Habitaci√≥n con ba√±o, terraza y estudio privado",34043388,Luis,,Miguel Hidalgo,19.43122,-99.18577,Private room,700,2,4,13/11/2022,1.52,1,306,4,
20379,Lovely-2BR Apt In Polanco w/Pool/Gym/Bar/Office,5126969,Jose Alfonso,,Miguel Hidalgo,19.44283,-99.20087,Entire home/apt,2499,1,6,23/11/2022,1.98,9,304,6,
20380,"Hermoso y peque√±o condominio, excelente ubicaci√≥n",183868312,Monica,,Gustavo A. Madero,19.47512,-99.14494,Entire home/apt,519,2,2,13/12/2022,0.79,1,0,2,
20381,Apartment near Centro hist√≥rico CDMX and Reforma,480331107,Leticia,,CuauhtÈmoc,19.44571,-99.13523,Entire home/apt,689,3,7,21/12/2022,2.44,1,179,7,
20382,"Acogedor departamento, Col N√°poles, cerca de WTC",246283405,Karina,,Benito Ju·rez,19.3984834,-99.1720933,Entire home/apt,1500,3,10,18/12/2022,4.29,1,336,10,
20383,"Departamento nuevo 2 BR, excelente ubicaci√≥n.",465415314,Katuy Eugenia,,CuauhtÈmoc,19.42738,-99.15679,Entire home/apt,890,1,3,26/12/2022,3,1,357,3,
20384,Loft Patriotismo nuevo WTC cerca Condesa,245618000,Alejandra,,Miguel Hidalgo,19.39747,-99.18022,Entire home/apt,1084,1,16,12/12/2022,5.52,75,84,16,
20385,Departamento Patriotismo nuevo WTC cerca Condesa,245618000,Alejandra,,Miguel Hidalgo,19.39785,-99.17881,Entire home/apt,1218,1,26,28/12/2022,8.76,75,57,26,
20386,Hermosa Habitaci√≥n en lugar c√©ntrico de CDMX 1,161214112,Rodrigo,,Azcapotzalco,19.4733303,-99.18377604,Private room,300,1,3,02/10/2022,0.94,4,83,3,
20387,"Room in new apartment with pool, jacuzzi, gym",34385254,Hector,,Benito Ju·rez,19.36391,-99.16026,Private room,600,1,2,06/11/2022,0.98,3,90,2,
20388,Hermoso departamento con vista al estadio Azteca,61873584,Gabriela,,Coyoac·n,19.3013546,-99.1410815,Entire home/apt,1000,3,2,03/12/2022,1,8,345,2,
20389,Incre√≠ble departamento terraza y vista a la ciudad,479277269,Alejandro,,CuauhtÈmoc,19.42875,-99.16339,Entire home/apt,1100,2,2,05/12/2022,0.71,1,362,2,
20390,NEW Equipped Condo w/GYM & Roof,27449159,Capitalia,,Coyoac·n,19.3072185,-99.1805716,Entire home/apt,2130,2,15,16/12/2022,6,69,365,15,
20391,Amazing Apartment in the Heart of La Condesa,472102805,Diego,,CuauhtÈmoc,19.4081671,-99.1751752,Entire home/apt,3882,2,2,21/11/2022,0.79,20,167,2,
20392,Acogedor Apartamento al Sur de la Ciudad de M√©xico,124929567,Denisse,,Tlalpan,19.29904,-99.11781,Entire home/apt,847,2,5,15/11/2022,1.69,1,56,5,
20393,Exclusive apartment in the heart of Polanco!,455989965,Alejandra,,Miguel Hidalgo,19.43192,-99.18329,Entire home/apt,2176,2,7,18/11/2022,2.76,4,67,7,
20394,VH | Sta Ma la Ribera | 1 rec + lavander√≠a | 54,17875052,Sebasti√°n,,CuauhtÈmoc,19.449825,-99.1625455,Entire home/apt,900,1,6,23/12/2022,4.62,51,287,6,
20395,Modern apartment in the heart of Mexico City,48945959,Rub√©n,,CuauhtÈmoc,19.4097391,-99.1807232,Entire home/apt,4000,2,5,15/12/2022,2.34,1,298,5,
20396,Casa sola cerca del aeropuerto y foro sol,480360704,Gabriel Anuar,,Iztapalapa,19.38903,-99.08131,Entire home/apt,793,2,9,24/12/2022,2.81,1,326,9,
20397,"Bright, charming Condesa penthouse in the trees",15812635,Amy,,CuauhtÈmoc,19.41021,-99.17019,Entire home/apt,3202,10,3,23/10/2022,0.94,1,89,3,
20398,Fabulous Apartment Near Reforma Avenue at Paris 10,1364085,David,,CuauhtÈmoc,19.43426,-99.15646,Entire home/apt,580,15,1,06/11/2022,0.55,16,365,1,
20399,Hermoso departamento en zona extraordinaria.,480056185,Alan,,CuauhtÈmoc,19.42399,-99.1626,Entire home/apt,2000,2,9,05/12/2022,3.55,1,171,9,
20400,Rec√°mara cerca del hospital Angeles Coapa,61873584,Gabriela,,Tlalpan,19.30051,-99.14034,Private room,580,1,0,,,8,362,0,
20401,"Stunning house steps from Masaryk, Polanco",370029802,Daniela,,Miguel Hidalgo,19.43275,-99.20195,Entire home/apt,22341,2,6,18/12/2022,2.07,11,319,6,
20402,Vista M√°gica CDMX,480370318,Roberto Isaac,,Miguel Hidalgo,19.44647,-99.16888,Private room,1200,1,4,29/11/2022,1.25,4,365,4,
20403,Centrico y acogedor con alberca y gimnasio,178427450,Rodrigo,,Miguel Hidalgo,19.44441,-99.20385,Entire home/apt,1421,2,3,20/11/2022,1.53,13,73,3,
20404,Acogedor departamento a 10 min de Santa Fe,448838584,Silvia,,¡lvaro ObregÛn,19.349952,-99.2255733,Entire home/apt,850,2,0,,,1,0,0,
20405,Departamento en la Roma Norte con patio privado,292095771,Mar√≠a,,CuauhtÈmoc,19.41227,-99.15855,Entire home/apt,1000,2,3,04/12/2022,1.64,1,240,3,
20406,Flat rosa en Coyoac·n CDMX,118117929,Alejandra,,Coyoac·n,19.34135,-99.15995,Entire home/apt,550,1,4,11/12/2022,1.74,3,364,4,
20407,C√©ntrico y amplio departamento en el centro CDMX,459719836,Arturo Gamaliel,,CuauhtÈmoc,19.43559,-99.14922,Entire home/apt,1264,2,8,10/12/2022,2.86,1,162,8,
20408,C√≥modo departamento en el centro de la CDMX,120756816,Roxana,,CuauhtÈmoc,19.44062,-99.14167,Private room,600,1,3,20/11/2022,0.92,2,356,3,
20409,Agradable departamento en excelente ubicaci√≥n,480895290,Berta,,Benito Ju·rez,19.38172,-99.13906,Entire home/apt,198,1,4,11/12/2022,2.18,3,303,4,
20410,Loft muy acogedor con excelente ubicaci√≥n .,444057873,Mar√≠a Elena,,CuauhtÈmoc,19.43111,-99.16946,Entire home/apt,735,2,11,28/12/2022,3.44,2,356,11,
20411,Modern apartment w/KingSize bed steps from Condesa,333035396,Clau,,Miguel Hidalgo,19.40309,-99.17268,Entire home/apt,761,1,15,25/12/2022,4.89,45,362,15,
20412,Spacious 2-bedroom house in a wonderful space,328095888,Phannuel,,CuauhtÈmoc,19.41517,-99.16334,Entire home/apt,1261,1,2,06/11/2022,0.97,7,352,2,
20413,"Del Valle,  iluminado, confortable y bien ubicado.",86928710,Margarita,,Benito Ju·rez,19.38929,-99.1648,Entire home/apt,786,2,3,21/11/2022,1.01,1,359,3,
20414,Magn√≠fico departamento en el Centro Hist√≥rico CDMX,70174235,V√≠ctor H.,,CuauhtÈmoc,19.43126356,-99.14713883,Entire home/apt,1193,2,4,04/12/2022,1.45,3,64,4,
20415,Habitaci√≥n Jard√≠n Pushkin 2,188620797,Nancy Minerva,,CuauhtÈmoc,19.41668,-99.15489,Private room,650,2,4,18/11/2022,1.33,6,364,4,
20416,Sonder Cielo | King Room+ w/ Balcony,285765094,Sonder (Mexico City),,CuauhtÈmoc,19.42175,-99.16489,Entire home/apt,1778,2,5,01/12/2022,3.66,38,312,5,
20417,Departamento tranquilo en tercer nivel,232651100,Adolfo,,Tlalpan,19.30236,-99.17048,Private room,400,1,0,,,2,358,0,
20418,Roma 2 BR | 2.5 BA amazing apartment with roof top,454330571,Lorenza,,CuauhtÈmoc,19.40391,-99.16714,Entire home/apt,53742,1,8,21/12/2022,3.16,9,263,8,
20419,Nuevo y espectacular departamento en Polanco!,10632647,Santiago,,Miguel Hidalgo,19.44062,-99.19622,Entire home/apt,1398,1,2,27/12/2022,0.86,1,300,2,
20420,Hotel Boutique Polanco Anzures Suite 2.,38546941,Jessica,,Miguel Hidalgo,19.42721,-99.17647,Private room,795,2,9,13/12/2022,2.81,14,84,9,
20421,"Breathtaking Panoramic Penthouse, Polanco 8PAX/3BD",29114265,Patty,,Miguel Hidalgo,19.43997,-99.18756,Entire home/apt,5856,1,7,18/12/2022,2.66,11,359,7,
20422,Habitaci√≥n en departamento cerca del aeropuerto,271393829,Dozka,,Iztacalco,19.41884495,-99.06392086,Private room,450,1,9,18/12/2022,3.07,1,364,9,
20423,Departamento amueblado con excelente ubicaci√≥n.,478819865,Marco Antonio,,CuauhtÈmoc,19.4350399,-99.1590424,Entire home/apt,795,2,5,28/11/2022,1.95,1,365,5,
20424,Hermoso departamento en la colonia Ju√°rez,335915741,Mar√≠a,,CuauhtÈmoc,19.42724,-99.1655,Entire home/apt,927,1,12,23/12/2022,5.22,2,355,12,
20425,"Casa de la Mancha, Cdmx, 3 blocks from Polanco",59781329,Mar√≠a,,Miguel Hidalgo,19.441,-99.19221,Entire home/apt,2550,1,0,,,6,365,0,
20426,Casa c√©ntrica en zona tranquila,283771051,Carlos,,Venustiano Carranza,19.41524,-99.11769,Entire home/apt,1000,1,4,26/11/2022,1.35,1,361,4,
20427,"Nice Room in Dec√≥ Apartment, CDMX",439087381,Rub√©n,,Miguel Hidalgo,19.40363,-99.17674,Private room,500,1,0,,,1,358,0,
20428,Departamento reci√©n remodelado en Roma Norte,261925429,Alberto,,CuauhtÈmoc,19.41167,-99.16737,Entire home/apt,1300,3,4,15/12/2022,1.25,1,334,4,
20429,Mini loft por zona de hospitales,443619535,Sergio Arturo,,Tlalpan,19.29369,-99.16757,Private room,700,1,8,15/12/2022,2.67,4,54,8,
20430,Artsy and  great located 1 bedroom apartment.,481189923,Chon,,CuauhtÈmoc,19.43660575,-99.16903295,Entire home/apt,1000,3,1,23/10/2022,0.43,1,365,1,
20431,Fantastic 1Bed/1Bath on Amsterdam AV.,471105419,Luis,,CuauhtÈmoc,19.40952,-99.17195,Entire home/apt,2013,1,0,,,14,365,0,
20432,Mr. W. | Amazing Apartment with Great Light,10764020,Mr. W,,Miguel Hidalgo,19.4042017,-99.175305,Entire home/apt,2978,1,1,31/10/2022,0.49,231,363,1,
20433,"Miniloft 1 Aeropuerto CDMX T1 y 2, Foro Sol, TAPO",176682857,Alberto,,Venustiano Carranza,19.43368,-99.09531,Entire home/apt,521,1,14,11/12/2022,4.77,6,1,14,
20434,Lovely 4-bedroom condo in Polanco Mexico City.,39542595,Joaquin,,Miguel Hidalgo,19.43748,-99.18282,Entire home/apt,4849,4,2,29/11/2022,1.13,4,84,2,
20435,Habitaci√≥n zona sur con cama matrimonial,443619535,Sergio Arturo,,Tlalpan,19.29514,-99.16877,Private room,450,1,5,07/12/2022,1.67,4,365,5,
20436,Habitaciones para chicas,288943182,Maria Lucia De Jes√∫s,,Miguel Hidalgo,19.45109,-99.1804,Private room,236,1,3,02/12/2022,1.91,1,355,3,
20437,w* | Stunning 1BR in Cuauhtemoc,16148871,Wynwood,,CuauhtÈmoc,19.42167,-99.17094,Entire home/apt,1431,1,71,25/12/2022,21.52,91,362,71,
20438,Espacioso departamento en Los Reyes Coyoac·n,784943,Jose Felix,,Coyoac·n,19.33442,-99.15655,Entire home/apt,995,5,5,11/12/2022,1.83,1,164,5,
20439,Departamento nuevo  en la colonia Roma Norte,231980202,Gonzalo,,CuauhtÈmoc,19.42047,-99.15607,Entire home/apt,1250,1,9,04/12/2022,3,1,361,9,
20440,"Beautiful, spacious, unique, thoughtful 3BR flat",480486864,Nikolai,,CuauhtÈmoc,19.40955,-99.1758,Entire home/apt,2825,3,1,01/11/2022,0.5,1,182,1,
20441,Precioso habitacion directamente en Rome Norte,39362181,Gagandeep,,CuauhtÈmoc,19.41776,-99.16679,Private room,600,3,1,03/10/2022,0.34,1,57,1,
20442,Tu propia habitaci√≥n al sur de la Ciudad de M√©xico,58787172,Patricia,,Tlalpan,19.29721,-99.1271,Private room,450,2,4,11/12/2022,1.62,1,364,4,
20443,"Hermoso departamento amueblado, zona legaria",439930191,Jonathan Ali,,Miguel Hidalgo,19.44966,-99.20184,Entire home/apt,1000,1,2,04/12/2022,0.91,1,364,2,
20444,Hip loft with indoor patio crossing from park,27754195,Camila,,CuauhtÈmoc,19.41984,-99.16086,Entire home/apt,749,2,4,12/12/2022,1.62,1,253,4,
20445,Suite in the heart CDMX Chapultepec Condesa Roma,25070148,Victor Hugo,,Miguel Hidalgo,19.4141868,-99.1847029,Private room,390,7,0,,,6,364,0,
20446,"Condesa, Mexico City, M√©xico",155020568,Diego,,CuauhtÈmoc,19.40665669,-99.16989686,Entire home/apt,1531,2,7,29/12/2022,2.8,1,84,7,
20447,Incre√≠ble departamento en Lomas Sierra Candela,260480946,Key,,Miguel Hidalgo,19.4320629,-99.2115227,Entire home/apt,2257,15,2,19/12/2022,1.09,9,337,2,
20448,Centro Hist√≥rico|5min->Z√≥calo|Smart Tv|5 personas,135894880,Hector Leonel,,CuauhtÈmoc,19.4306391,-99.138572,Entire home/apt,1005,2,11,05/12/2022,3.44,11,347,11,
20449,Departamento en el coraz√≥n del Centro Hist√≥rico,480498208,Maria Elena,,CuauhtÈmoc,19.4243045,-99.1368331,Entire home/apt,500,3,2,15/12/2022,1.02,1,0,2,
