id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11418,Amazing 2BD 2BA apartment in New Polanco,3919211,V√≠ctor,,Miguel Hidalgo,19.44181,-99.19723,Entire home/apt,1289,2,69,24/11/2022,2.96,50,61,37,
11419,VH| LOFT c/cama c√≥moda - Recorre CDMX  |130,22758914,Raquel,,Benito Ju·rez,19.4011,-99.15103,Entire home/apt,803,1,39,18/12/2022,1.58,92,365,21,
11420,Suite Boutique Ejecutivo  Mexico,74372661,Karla Vaitiare,,Benito Ju·rez,19.36374,-99.14308,Entire home/apt,1499,1,14,20/11/2022,0.59,3,365,6,
11421,Suite equipada en Polanco con servicios premium,138590711,Flow,,Miguel Hidalgo,19.42852,-99.19386,Entire home/apt,2509,1,4,04/08/2022,0.23,2,365,2,
11422,Sunny Happy Place 2 en la Hip√≥dromo Condesa!!,20991931,Claudia,,CuauhtÈmoc,19.40961,-99.1766,Entire home/apt,1067,15,8,01/10/2022,0.47,1,363,5,
11423,"Chic apartment in LA ROMA, 2 BR",48530659,Juan Pablo,,CuauhtÈmoc,19.41352,-99.15612,Entire home/apt,2600,2,6,21/11/2022,0.31,1,179,2,
11424,Habitaci√≥n 1 | W/bathroom speed WiFi and comfy bed,451382726,Lorenza,,CuauhtÈmoc,19.412,-99.15687,Private room,3195,1,80,11/11/2022,3.22,9,220,21,
11425,"""Xochimilco Trajineras Loft""  Hermoso Departamento",145215359,Jose,,Xochimilco,19.2474,-99.09577,Entire home/apt,681,1,39,06/12/2022,1.58,3,362,16,
11426,"Espacio Lindavista, todo CDMX a unos pasos",134902501,Karla,,Gustavo A. Madero,19.49037,-99.13231,Entire home/apt,1106,4,23,12/02/2022,0.93,4,0,4,
11427,Hermosa y pintoresca casa en San √Ångel,106842759,Lizbeth,,¡lvaro ObregÛn,19.3548,-99.19247,Entire home/apt,2296,2,21,03/12/2022,0.85,1,354,15,
11428,Departamento de 2 Pisos con Terraza frente al WTC,375169008,Residencias,,Benito Ju·rez,19.39227,-99.17638,Entire home/apt,3127,2,0,,,25,365,0,
11429,Departamento para 2 hu√©spedes.,326334941,Carlos,,Tlalpan,19.29995,-99.17196,Entire home/apt,414,4,18,07/10/2022,0.74,2,365,3,
11430,Residencia de 2 pisos frente al WTC,375169008,Residencias,,Benito Ju·rez,19.3928,-99.17635,Entire home/apt,3127,2,0,,,25,365,0,
11431,Polanco Remote Working & Living Studio,3675629,Patricia (P√¢t√©),,Miguel Hidalgo,19.43657,-99.19027,Entire home/apt,1286,2,1,27/02/2021,0.04,9,309,0,
11432,Depto extrac√≥modo y totalmente equipado,100377902,Farid,,CuauhtÈmoc,19.4441,-99.16123,Entire home/apt,2954,2,17,31/10/2022,0.7,1,89,1,
11433,Amplia habitaci√≥n a unas cuadras de Polanco,103368634,Ceci,,Miguel Hidalgo,19.44174,-99.21118,Private room,300,30,0,,,1,0,0,
11434,Great location with small terrace apartment üå±,53165048,H√©ctor,,CuauhtÈmoc,19.41317,-99.17877,Entire home/apt,1943,2,68,08/12/2022,2.7,5,270,55,
11435,Single and shared rooms near downtown.,207240505,Luis,,CuauhtÈmoc,19.46228,-99.14497,Private room,299,7,0,,,81,365,0,
11436,DENVER. Beautiful Suite Apartment,379888343,Marymar,,Benito Ju·rez,19.3927,-99.14295,Entire home/apt,620,1,23,20/11/2022,0.94,18,118,13,
11437,Habitaci√≥n confortable en la Ciudad de M√©xico,378258400,Hotel Harare,,Benito Ju·rez,19.38808,-99.13912,Private room,750,1,8,10/12/2022,0.57,3,175,7,
11438,Excelente ubicaci√≥n y gran comodidad,365852625,Adrian,,Miguel Hidalgo,19.45552,-99.191,Entire home/apt,670,1,13,11/12/2022,0.53,1,355,5,
11439,Hermosa habitaci√≥n en Condesa 13,156455377,Milizent,,CuauhtÈmoc,19.41233,-99.17881,Private room,440,1,95,11/12/2022,3.85,13,347,46,
11440,Best area in Condesa/Tu mejor opci√≥n en la Condesa,20991334,Valeria,,CuauhtÈmoc,19.41072,-99.17186,Entire home/apt,1205,3,0,,,3,5,0,
11441,"Chalet du Coucher. Confortable, privado, espacioso",51383151,Enrique,,¡lvaro ObregÛn,19.32747,-99.27779,Entire home/apt,650,2,4,06/10/2021,0.17,4,364,0,
11442,RIO. Beautiful apartment suite,379888343,Marymar,,Benito Ju·rez,19.39231,-99.14389,Entire home/apt,620,1,12,27/02/2022,0.49,18,326,1,
11443,Departamento agradable en la Narvarte,25002127,Thea,,Benito Ju·rez,19.39613,-99.15395,Private room,500,1,4,21/11/2022,0.16,1,89,2,
11444,Modern Apt - Incredible View - Top Location,377347465,Manuel,,CuauhtÈmoc,19.43549,-99.14555,Entire home/apt,1014,2,123,09/12/2022,4.89,2,24,56,
11445,Chalet du Soleil. Habitaci√≥n privada,51383151,Enrique,,¡lvaro ObregÛn,19.3354,-99.27247,Entire home/apt,450,2,17,14/12/2022,0.68,4,365,4,
11446,"Depto tranquilo y comodo/Comfortable, quiet Flat",49505532,Luis,,Benito Ju·rez,19.3699,-99.17887,Entire home/apt,1015,4,36,22/11/2022,1.51,3,319,13,
11447,Pichu Home/Esmeralda cuarto independiente,192383341,Teresita De Jesus,,Tlalpan,19.29127,-99.1802,Private room,583,1,32,11/12/2022,1.64,5,359,8,
11448,"Shared room, near to Metrobus!",207240505,Luis,,CuauhtÈmoc,19.46396,-99.14571,Shared room,206,28,3,17/07/2021,0.12,81,365,0,
11449,TOKYO. Beautiful Suite-type  overlooking the park.,379888343,Marymar,,Benito Ju·rez,19.39268,-99.14369,Entire home/apt,620,1,7,25/04/2021,0.28,18,298,0,
11450,Depto cerca Aeropuerto Bas√≠lica Reforma Cto.Int.,180593533,El√≠as Karim,,CuauhtÈmoc,19.45915,-99.12329,Entire home/apt,750,1,3,30/06/2021,0.13,1,20,0,
11451,"""Habitaci√≥n estilo Franc√©s en San √Ångel""",375154882,Sandra,,¡lvaro ObregÛn,19.34316,-99.19126,Private room,2224,1,2,20/11/2022,0.14,8,363,1,
11452,Residencia de 2 pisos frente al WTC,375169008,Residencias,,Benito Ju·rez,19.39197,-99.17459,Entire home/apt,3067,2,1,27/11/2022,0.91,25,362,1,
11453,Residencia de 2 pisos frente al WTC,375169008,Residencias,,Benito Ju·rez,19.39433,-99.1744,Entire home/apt,3067,2,0,,,25,365,0,
11454,Residencia de 2 pisos frente al WTC,375169008,Residencias,,Benito Ju·rez,19.39242,-99.17604,Entire home/apt,3127,2,1,07/11/2021,0.07,25,365,0,
11455,Residencia Equipada con Terraza en la N√°poles,375169008,Residencias,,Benito Ju·rez,19.3927,-99.17417,Entire home/apt,2354,2,0,,,25,355,0,
11456,SANITIZADO - cama matrim Reforma,88365870,Anya,,CuauhtÈmoc,19.42361,-99.1711,Private room,350,1,26,24/08/2021,1.06,24,0,0,
11457,PALERMO. Modern Suite type apartment,379888343,Marymar,,Benito Ju·rez,19.39042,-99.14318,Entire home/apt,600,1,32,14/08/2022,1.29,18,353,19,
11458,Residencia Equipada con Terraza en la N√°poles,375169008,Residencias,,Benito Ju·rez,19.39282,-99.17424,Entire home/apt,2354,2,0,,,25,361,0,
11459,Residencia Equipada con Terraza en la N√°poles,375169008,Residencias,,Benito Ju·rez,19.39217,-99.17652,Entire home/apt,2400,2,0,,,25,357,0,
11460,Residencia Equipada con Terraza en la N√°poles,375169008,Residencias,,Benito Ju·rez,19.39232,-99.17644,Entire home/apt,2493,2,2,01/11/2021,0.11,25,358,0,
11461,"HELSINKY. Acogedora Suite, ideal para descansar",379888343,Marymar,,Benito Ju·rez,19.39221,-99.14155,Entire home/apt,550,1,35,03/05/2022,1.46,18,256,12,
11462,MARSEILLES. Accommodation with access to JACUZZI,379888343,Marymar,,Benito Ju·rez,19.39111,-99.14365,Entire home/apt,353,1,34,18/11/2022,1.38,18,365,21,
11463,C.Acogedor estudio Colonia Asturias bien ubicado.,345395010,Lilia,,Iztacalco,19.40288,-99.13481,Private room,321,3,24,28/11/2022,1.31,2,86,23,
11464,Habitaci√≥n,360067065,Ana Karen,,Miguel Hidalgo,19.45978,-99.1901,Private room,300,1,0,,,1,0,0,
11465,Renta en Col Del Valle,108014318,Marta Patricia,,Benito Ju·rez,19.38439,-99.16405,Private room,500,5,0,,,1,365,0,
11466,"3A Gran Loft en Paseo de la Reforma, Embajada EEUU",185238567,Reforma,,CuauhtÈmoc,19.4309,-99.16845,Entire home/apt,385,2,99,11/12/2022,4.09,18,362,52,
11467,2 Bedrooms Centro Hist√≥rico View Bellas Artes,251150365,Mara,,CuauhtÈmoc,19.43375,-99.14506,Entire home/apt,1200,1,19,22/12/2022,0.76,13,312,12,
11468,101!LA MEJOR UBICACION EN MEXICO ! TERRAZA PRIVADA,27411678,Casa,,CuauhtÈmoc,19.42539,-99.16699,Entire home/apt,1281,1,127,26/12/2022,5.14,17,3,109,
11469,Moderno Loft a unos metros de P. de la Reforma/AC,357701035,Sofia,,CuauhtÈmoc,19.42337,-99.16845,Entire home/apt,1150,1,26,11/12/2022,1.16,30,356,14,
11470,Casai Polanco | 2BR | Luxury Flat,236301634,Casai Mexico,,Miguel Hidalgo,19.43645477,-99.20459747,Entire home/apt,2653,1,19,21/07/2022,0.76,93,213,4,
11471,Residencia Equipada con Terraza en la N√°poles,375169008,Residencias,,Benito Ju·rez,19.3943,-99.17509,Entire home/apt,2354,2,0,,,25,360,0,
11472,Condesa-Roma renewed apt. in landmark building,459542,Mariana,,CuauhtÈmoc,19.41313,-99.16497,Entire home/apt,1494,1,121,15/12/2022,5.16,2,290,58,
11473,Residencia Equipada con Terraza en la N√°poles,375169008,Residencias,,Benito Ju·rez,19.39378,-99.17461,Entire home/apt,2354,2,0,,,25,360,0,
11474,Zapata's Room (2 miles from Coyoac·n),46496098,Ricardo,,Benito Ju·rez,19.37141,-99.165672,Entire home/apt,899,2,42,26/12/2022,1.7,2,51,33,
11475,Downtown Trees 202CP,278194828,Dulce,,CuauhtÈmoc,19.43831,-99.13588,Entire home/apt,800,1,43,14/12/2022,1.72,33,362,22,
11476,New 2BR apartment in Polanco with a great view!,380150957,Gloria,,Miguel Hidalgo,19.43875,-99.20073,Entire home/apt,1727,2,22,10/03/2022,0.89,1,0,13,
11477,Departamento Moderno + Gym +parking + aeropuerto,158484584,Orlando Samuel,,Venustiano Carranza,19.43475,-99.10216,Entire home/apt,898,1,71,27/12/2022,3.81,4,149,21,
11478,Rec√°mara de lujo con incre√≠bles vistas de CDMX,85687365,Sergio,,Benito Ju·rez,19.3762,-99.15936,Private room,550,7,6,04/09/2022,0.25,3,325,4,
11479,"""Tlatelolco,  barrio cultural de CDMX""",380158230,Ana Gabriela,,CuauhtÈmoc,19.452501,-99.141319,Private room,300,7,0,,,1,0,0,
11480,Alojamiento oficina 2 cerca foro SOL - Aeropuerto,380493587,David,,Iztacalco,19.39513,-99.10935,Private room,271,1,13,04/12/2022,1.45,6,337,13,
11481,Bello Departamento con TERRAZA en CONDESA (AMPLIO),373805636,Dieter,,CuauhtÈmoc,19.41176,-99.1782,Entire home/apt,1611,2,91,22/12/2022,4.27,2,218,52,
11482,"Downtown 2 bedroom,  great location",32718754,Ricardo,,CuauhtÈmoc,19.42273,-99.14266,Entire home/apt,778,3,43,26/12/2022,3.21,16,74,40,
11483,C√≥modo Departamento en Centro Hist√≥rico CDMX,367716756,Diana,,CuauhtÈmoc,19.43803,-99.14063,Entire home/apt,1400,1,39,20/11/2022,1.56,1,365,14,
11484,POSADA DEL QUIJOTE 5 HU√âSPEDES,351757117,Aaron Uriel,,CuauhtÈmoc,19.45996,-99.13866,Private room,778,2,7,20/03/2022,0.33,8,174,2,
11485,Cosy room in Coyoacan,128224801,Gabriela,,Coyoac·n,19.35756,-99.15824,Private room,485,1,4,14/12/2022,0.37,2,361,4,
11486,Casai Roma | 1BR | Trendy Hideaway,276377520,Casai,,CuauhtÈmoc,19.41646,-99.15721,Entire home/apt,946,1,41,21/11/2022,1.73,54,261,29,
11487,Beautiful apartment in the heart of La Condesa,182488173,Ivan,,CuauhtÈmoc,19.41819,-99.17594,Entire home/apt,6404,1,0,,,15,365,0,
11488,Alure Condesa,20581197,Veronica,,CuauhtÈmoc,19.42097,-99.17122,Entire home/apt,2000,1,2,22/01/2021,0.08,1,179,0,
11489,POSADA DEL QUIJOTE 2,351757117,Aaron Uriel,,CuauhtÈmoc,19.46029,-99.13843,Private room,389,2,9,18/12/2022,0.38,8,176,8,
11490,Habitaci√≥n confortable cerca del Centro Hist√≥rico,378258400,Hotel Harare,,Benito Ju·rez,19.38818,-99.13911,Private room,800,1,26,06/11/2022,1.6,3,175,17,
11491,Small private room with amazing view,55562619,Th√©o,,Benito Ju·rez,19.36991,-99.1723,Private room,220,1,1,30/11/2021,0.08,1,0,0,
11492,Casa Mia No. 1| 2 BR |Balconies and Private Entry,709455,Itzel,,CuauhtÈmoc,19.41841,-99.15998,Private room,650,1,10,10/12/2022,0.42,10,37,4,
11493,POSADA DEL QUIJOTE DE 1 A 4 HU√âSPEDES,351757117,Aaron Uriel,,CuauhtÈmoc,19.45929,-99.13673,Private room,389,2,5,30/10/2022,0.2,8,175,4,
11494,"Luxury Penthouse at Upscale, Charming La Condesa",4794091,Juan,,CuauhtÈmoc,19.41285,-99.1688,Entire home/apt,6754,4,11,06/11/2022,0.44,2,39,9,
11495,Luxurious New Suite near Reforma,267983259,Marco,,Miguel Hidalgo,19.42906,-99.20461,Entire home/apt,1653,2,15,04/11/2022,0.64,25,362,6,
11496,Petit Loft con rooftop en Condesa/ Roma Norte,295311081,Roberto,,CuauhtÈmoc,19.41746,-99.16508,Entire home/apt,1136,3,15,25/08/2022,0.63,3,340,3,
11497,Deluxe Apt 1 bedroom  in Lomas Chapultepec,378709999,Marco,,Miguel Hidalgo,19.42917,-99.20338,Entire home/apt,1653,2,13,04/12/2022,0.66,4,358,5,
11498,Luxurious 1 Bedroom Apartment in Palmas,378709999,Marco,,Miguel Hidalgo,19.42916,-99.20407,Entire home/apt,1653,2,19,17/11/2022,0.81,4,362,11,
11499,PH & Roof Garden | Condesa Roma Norte,170471909,Mauricio,,CuauhtÈmoc,19.42034,-99.17288,Entire home/apt,1600,4,51,15/12/2022,2.05,2,303,28,
11500,"Awesome modern 3BR, 2Bth apartment w/top location",23468816,Alex,,CuauhtÈmoc,19.43028,-99.163,Entire home/apt,2625,2,137,03/12/2022,5.65,31,329,64,
11501,Terraza en GRAN Ubicaci√≥n a una cuadra del √Ångel,37036293,Gabriel,,CuauhtÈmoc,19.42963,-99.16524,Entire home/apt,1917,1,15,20/12/2022,4.33,32,363,15,
11502,Cozy apartment great  location,7729316,Yaniv,,CuauhtÈmoc,19.41833,-99.15644,Entire home/apt,1410,1,74,23/12/2022,3.26,4,138,71,
11503,"""Distrito Euler"" 2 BR apartment in Polanco",229286844,Lorena,,Miguel Hidalgo,19.43348,-99.1829,Entire home/apt,1165,1,5,15/12/2022,3.49,1,354,5,
11504,Apartment in the heart of Mexico City,72318105,Alberto,,CuauhtÈmoc,19.43848,-99.14729,Entire home/apt,360,7,10,22/10/2022,0.52,7,0,7,
11505,Habitaci√≥n en Polanco,51765137,Mariana,,Miguel Hidalgo,19.43295,-99.18907,Private room,4852,3,0,,,1,364,0,
11506,Casa Mia | 2 BR  | Balconies and Private Entry,709455,Itzel,,CuauhtÈmoc,19.41634,-99.16002,Entire home/apt,3429,2,13,07/10/2022,1.3,10,133,13,
11507,Bright and modern 1BD a block away from Reforma.,178427450,Rodrigo,,CuauhtÈmoc,19.4292,-99.16613,Entire home/apt,1042,1,39,03/12/2022,1.58,13,171,20,
11508,"POLANCO Masaryk Penthouse, 4rooms/10PAX BALCONY‚ú®",33537266,Andres,,Miguel Hidalgo,19.43367,-99.18297,Entire home/apt,5365,1,73,04/12/2022,3.2,1,343,28,
11509,"Luxury PH with 2 Bd, 2.5 Baths and private rooftop",270372408,Andres,,Miguel Hidalgo,19.43291,-99.21486,Entire home/apt,2296,2,45,07/12/2022,1.9,18,89,23,
11510,King Size Apt heart of Polanco Amenities Open!,5755202,Andres,,Miguel Hidalgo,19.43825,-99.19078,Entire home/apt,3105,15,0,,,42,90,0,
11511,BEST LOCATION! New 2BR apt next to Reforma Avenue!,52042133,Stefan,,CuauhtÈmoc,19.43079,-99.15649,Entire home/apt,1533,2,23,01/01/2022,0.93,1,0,1,
11512,"Amplio, Lujoso y C√©ntrico departamento en  Polanco",13644458,Paco,,Miguel Hidalgo,19.43584,-99.2,Entire home/apt,10000,5,0,,,1,363,0,
11513,¬°Beautiful & cozy apartment near Reforma!,148688650,Nancy,,CuauhtÈmoc,19.43601,-99.1524,Entire home/apt,729,2,127,16/12/2022,5.13,2,165,72,
11514,Private Room Tokio CityTower,276308401,Daniela,,Miguel Hidalgo,19.44439,-99.20162,Private room,430,1,59,17/12/2022,2.55,12,325,37,
11515,Incre√≠ble Vista Parque La Mexicana; Top Amenidades,23455776,R√©mi,,Cuajimalpa de Morelos,19.35866,-99.2708,Entire home/apt,1500,7,1,02/01/2021,0.04,1,365,0,
11516,C√≥modo espacio para dormir a 10 min de Foro Sol.,224641671,Iliana,,Venustiano Carranza,19.41221,-99.09895,Shared room,300,1,29,11/12/2022,3.06,1,362,29,
11517,2.5 LETY‚Äôs PLACE HABITACI√ìN privada con BA√ëO PRIV,13563103,Mar√≠a A.,,Miguel Hidalgo,19.4313,-99.19118,Private room,569,1,88,13/12/2022,3.55,15,359,64,
11518,3.5 LETY‚Äôs PLACE POLANCO Hab privada c/ba√±o,13563103,Mar√≠a A.,,Miguel Hidalgo,19.43166,-99.19264,Private room,629,1,111,12/12/2022,4.48,15,353,86,
11519,Alojamiento oficina 1 cerca foro SOL - Aeropuerto,380493587,David,,Iztacalco,19.39461,-99.11159,Private room,350,1,9,18/06/2022,1.01,6,335,9,
11520,Condesa-Departamento con piscina.,155474778,Abigail,,CuauhtÈmoc,19.40984,-99.1674,Entire home/apt,3071,1,22,27/11/2022,0.99,1,336,8,
11521,El Penthouse de Dave,14299629,David,,Iztacalco,19.40602,-99.07174,Private room,414,1,72,27/12/2022,3.1,1,169,48,
11522,Beautiful bedroom with private bathroom in Cdmx,343494539,Luis Alejandro,,Benito Ju·rez,19.3982,-99.1605,Private room,1248,1,64,30/10/2022,2.72,3,365,22,
11523,"Downtown 2 bedroom, great location",32718754,Ricardo,,CuauhtÈmoc,19.42088,-99.14256,Entire home/apt,739,3,55,20/12/2022,2.27,16,44,32,
11524,Single and shared rooms near downtown.,207240505,Luis,,CuauhtÈmoc,19.46102,-99.14634,Private room,299,7,0,,,81,365,0,
11525,Habitaci√≥n cerca de bares y cafeter√≠as Regina cdmx,375625694,Hotel Menara,,CuauhtÈmoc,19.42525,-99.13692,Private room,650,1,5,20/12/2022,0.3,8,301,4,
11526,üî∫Well lit stylish apartment in the heart of CDMXüîª,185777628,Jose,,CuauhtÈmoc,19.43785,-99.14754,Entire home/apt,1314,2,32,26/11/2022,1.28,2,359,15,
11527,Single and shared rooms near downtown.,207240505,Luis,,CuauhtÈmoc,19.45944,-99.14802,Private room,201,7,2,25/06/2022,0.18,81,365,2,
11528,"1 BD + pool, gym jacuzzi and the best zone in CDMX",212644469,Carlos,,Miguel Hidalgo,19.4423275,-99.20165253,Entire home/apt,1357,2,2,22/11/2022,0.09,2,67,1,
11529,"Casa limpia, tranquila y acogedora en el sur, CDMX",72405872,Kenya Tamara,,Coyoac·n,19.33489,-99.13093,Private room,350,2,2,21/02/2021,0.09,1,0,0,
11530,"Habitaci√≥n 3, Casa Azul, Arte y Cultura",324955639,Roberto,,Coyoac·n,19.33119,-99.16486,Private room,290,2,6,18/11/2022,0.25,3,176,5,
11531,Hermoso depa en el centro con estacionamiento,109852404,Hansel,,CuauhtÈmoc,19.4242,-99.14377,Entire home/apt,729,1,80,15/12/2022,3.62,2,341,42,
11532,"Departamento en calle cerrada, segundo piso.",123609459,Octavio,,La Magdalena Contreras,19.31318,-99.26118,Entire home/apt,319,1,4,05/12/2022,0.18,7,364,3,
11533,HABITACI√ìN DE LUJO EN EL PEDREGAL!  ZONA SUR CDMX,378914435,Ninon,,La Magdalena Contreras,19.31165,-99.2251,Private room,364,1,39,17/12/2022,1.58,1,142,32,
11534,Extraordinario loft cerca del Zocalo - D501,246807012,Jes√∫s Alejandro,,CuauhtÈmoc,19.43654,-99.13387,Entire home/apt,828,2,123,18/12/2022,4.99,5,288,69,
11535,Acogedor Departamento cerca del Z√≥calo - D103,246807012,Jes√∫s Alejandro,,CuauhtÈmoc,19.43733,-99.13478,Entire home/apt,793,2,126,12/12/2022,5.09,5,319,76,
11536,"Precioso dise√±o en Polanco, 2 habitaciones",12615485,Malillani,,Miguel Hidalgo,19.44593,-99.2032,Entire home/apt,2350,2,16,20/12/2022,0.66,29,330,12,
11537,"Fancy & Super Safe, Extraordinary Amenities",39266750,Juan Fernando,,Miguel Hidalgo,19.44422,-99.20004,Entire home/apt,4293,2,26,10/12/2022,2.12,4,352,25,
11538,Si√©ntete como en casa en la Ciudad de M√©xico,72318105,Alberto,,CuauhtÈmoc,19.43853,-99.14719,Entire home/apt,365,7,10,16/04/2022,0.45,7,0,2,
11539,Casai Polanco | 2BR 2BA | Urban Oasis,236301634,Casai Mexico,,Miguel Hidalgo,19.43520546,-99.20840454,Entire home/apt,1675,1,52,19/12/2022,2.14,93,266,28,
11540,The Best Luxury Apartment in Reforma 222,95428874,Karen,,CuauhtÈmoc,19.42867,-99.16167,Entire home/apt,1497,7,2,08/05/2021,0.08,1,211,0,
11541,Departamento frente a Parque Delta 14,2281290,Suites,,Benito Ju·rez,19.40133,-99.15636,Entire home/apt,477,1,72,18/11/2022,2.98,45,354,38,
11542,Casai Polanco | 2BR 2BA | Luxury Condo,236301634,Casai Mexico,,Miguel Hidalgo,19.43520546,-99.20840454,Entire home/apt,1675,1,291,28/12/2022,11.99,93,267,85,
11543,Casai Polanco | 2BR 2BA | Sunny Escape,236301634,Casai Mexico,,Miguel Hidalgo,19.43520546,-99.20840454,Entire home/apt,1620,1,41,10/07/2022,1.7,93,268,19,
11544,"Bright, comfy apartment between Condesa and Roma",202325617,Guido,,CuauhtÈmoc,19.40891,-99.16738,Entire home/apt,1099,3,33,11/12/2022,1.37,1,291,17,
11545,Casai Polanco | 2BR 2BA | Designer Haven,236301634,Casai Mexico,,Miguel Hidalgo,19.43520546,-99.20840454,Entire home/apt,1675,1,98,25/11/2022,3.96,93,269,24,
11546,Casai Polanco | 2BR 2BA | Stylish Retreat,236301634,Casai Mexico,,Miguel Hidalgo,19.43520546,-99.20840454,Entire home/apt,1675,1,30,26/11/2022,1.26,93,262,8,
11547,Casai Polanco | 2BR 2BA | Sunny Condo,236301634,Casai Mexico,,Miguel Hidalgo,19.43504333,-99.20835876,Entire home/apt,1675,1,45,02/12/2022,1.86,93,269,10,
11548,Departamento en Coyoac·n,380370698,Jose Ramon,,Coyoac·n,19.34889,-99.14895,Entire home/apt,1049,2,65,17/12/2022,3,2,350,41,
11549,"Departamento suite en 2do piso, Letr√°n Valle",268156812,Carlos,,Benito Ju·rez,19.37627,-99.15381,Entire home/apt,494,5,28,04/12/2022,1.16,2,180,16,
11550,Aposento Condesa A01,61267850,Jonathan,,CuauhtÈmoc,19.41288,-99.17727,Private room,2850,2,31,11/12/2022,1.63,5,153,24,
11551,Alberca climatizada para grupos! departamento full,212104868,Marco,,Xochimilco,19.20793,-99.12334,Entire home/apt,5990,1,0,,,16,365,0,
11552,"Apartamento de lujo con alberca, gym y amenidades.",35255741,Juan,,Miguel Hidalgo,19.43776,-99.19852,Entire home/apt,1628,1,103,14/12/2022,4.3,17,114,51,
11553,Jungle Condesa Lux PentHouse Duplex w/ 2 Terraces,15114657,Alex,,CuauhtÈmoc,19.4066,-99.17538,Entire home/apt,2870,3,4,23/01/2022,0.17,1,0,1,
11554,Departamentos nuevos con alberca climatizada!!,212104868,Marco,,Xochimilco,19.20967,-99.12123,Entire home/apt,2990,1,0,,,16,365,0,
11555,2 Bdrms Suite near to the Frida Kahlo Museum - 302,3919211,V√≠ctor,,Coyoac·n,19.35713,-99.16673,Entire home/apt,544,2,43,11/12/2022,1.96,50,86,28,
11556,Coapa Duplex House,52082638,Maria Del Carmen,,Tlalpan,19.30142,-99.11971,Entire home/apt,1199,2,29,23/12/2022,1.29,1,160,20,
11557,"3 bedrooms, 6 people, modern next to Carso",740759,Yuni,,Miguel Hidalgo,19.44255,-99.20101,Entire home/apt,1500,2,33,12/12/2022,1.36,22,168,20,
11558,Departamento centrico en la CdMx,199553814,Pam,,CuauhtÈmoc,19.42937,-99.15346,Entire home/apt,870,1,90,04/12/2022,3.82,1,349,64,
11559,"Depto. panor√°mico ""las Glorias de Afrodita""",30131186,Max,,CuauhtÈmoc,19.41809,-99.17134,Entire home/apt,903,2,30,10/12/2022,1.65,1,277,16,
11560,Spectacular room in amazing PH in Roma district,40636021,Tony,,CuauhtÈmoc,19.40664,-99.17807,Private room,800,1,0,,,2,108,0,
11561,3bedrooms Centro Hist√≥rico Reforma Alameda Central,251150365,Mara,,CuauhtÈmoc,19.4352,-99.14597,Entire home/apt,1431,1,15,08/08/2022,0.75,13,148,4,
11562,Departamento en el coraz√≥n de la Colonia Roma,202702300,Lecler,,CuauhtÈmoc,19.41522,-99.16498,Entire home/apt,1114,6,2,07/03/2021,0.09,2,128,0,
11563,Terrace + Location = The Marley,182488173,Ivan,,CuauhtÈmoc,19.40586,-99.17727,Entire home/apt,1483,2,13,21/11/2022,0.64,15,365,5,
11564,Yellow & Blue Apartment HP - Sur,380435469,H&S Rent,,Coyoac·n,19.302538,-99.164536,Entire home/apt,2343,2,39,16/12/2022,2.01,6,359,18,
11565,Amplia suite en 4 PIso excelente ubicaci√≥n  segura,127436518,Luis Xavier,,CuauhtÈmoc,19.40682,-99.16443,Entire home/apt,333,2,45,18/12/2022,2.14,5,309,29,
11566,Casai Roma | 1BR | Cozy Unit,276377520,Casai,,CuauhtÈmoc,19.41713,-99.15925,Entire home/apt,925,1,13,21/12/2022,0.53,54,260,12,
11567,Encantador y c√©ntrico depto en la Roma Norte.üòâ,369919380,Arturo,,CuauhtÈmoc,19.42345,-99.15329,Entire home/apt,900,2,15,29/11/2022,1.21,1,163,14,
11568,Habitaci√≥n rom√°ntica privada ¬®Suculenta¬®,79895724,Maria Esperanza,,CuauhtÈmoc,19.43216,-99.16139,Private room,579,1,15,28/11/2022,0.8,22,336,9,
11569,Posada del Quijote de 1 a 6 hu√©spedes,351757117,Aaron Uriel,,CuauhtÈmoc,19.45998,-99.13649,Private room,583,2,5,11/12/2022,0.39,8,180,4,
11570,CASA TEO by Enrique Olvera,383182183,Taller Enrique,,Miguel Hidalgo,19.43399,-99.18455,Entire home/apt,9385,1,33,19/11/2022,1.55,1,121,26,
11571,Casai Roma | 1BR | Tepeyac Comfy Apartment,276377520,Casai,,CuauhtÈmoc,19.41567,-99.15866,Entire home/apt,870,1,45,09/10/2022,1.88,54,266,20,
11572,Casai Roma | 1BR | Minimalist Flat,276377520,Casai,,CuauhtÈmoc,19.41776,-99.15931,Entire home/apt,861,1,34,11/12/2022,1.43,54,254,18,
11573,Casai Roma | 1BR | Lira Apartment,276377520,Casai,,CuauhtÈmoc,19.41746,-99.15933,Entire home/apt,946,1,23,28/11/2022,1.02,54,263,8,
11574,Charming Studio & Room with courtyard view,232594929,Alejandro,,CuauhtÈmoc,19.40529,-99.16523,Private room,650,2,66,30/11/2022,3.38,9,43,48,
11575,El lugar en la Roma que te har√° sentir en casa!,381202549,Leonardo,,CuauhtÈmoc,19.41045,-99.15787,Entire home/apt,1065,2,37,28/11/2022,1.62,1,94,19,
