id,neighbourhood,room_type,price,minimum_nights,minimum_price
953,Miguel Hidalgo,Entire home/apt,899,1,899
954,Cuauhtémoc,Private room,543,1,543
955,Cuauhtémoc,Private room,524,3,1572
956,Cuauhtémoc,Entire home/apt,2445,2,4890
957,Miguel Hidalgo,Entire home/apt,3888,1,3888
958,Cuauhtémoc,Private room,211,7,1477
959,Cuauhtémoc,Entire home/apt,1244,2,2488
960,Miguel Hidalgo,Entire home/apt,1783,2,3566
961,Gustavo A. Madero,Entire home/apt,311,90,27990
962,Cuauhtémoc,Private room,737,2,1474
963,Gustavo A. Madero,Private room,330,1,330
964,Benito Juárez,Private room,679,6,4074
965,Miguel Hidalgo,Entire home/apt,1750,6,10500
966,Cuauhtémoc,Private room,6793,1,6793
967,Cuauhtémoc,Private room,9752,1,9752
968,Cuauhtémoc,Private room,12615,1,12615
969,Cuauhtémoc,Private room,939,1,939
970,Cuauhtémoc,Entire home/apt,888,2,1776
971,Cuauhtémoc,Entire home/apt,1307,1,1307
972,Cuauhtémoc,Entire home/apt,2000,2,4000
973,Cuauhtémoc,Entire home/apt,1103,1,1103
974,Benito Juárez,Private room,357,1,357
975,Cuauhtémoc,Entire home/apt,1575,2,3150
976,Cuajimalpa de Morelos,Private room,700,2,1400
977,Coyoacán,Private room,230,2,460
978,Coyoacán,Private room,256,2,512
979,Miguel Hidalgo,Private room,389,2,778
980,La Magdalena Contreras,Private room,290,1,290
981,Coyoacán,Private room,220,4,880
982,Miguel Hidalgo,Entire home/apt,729,5,3645
983,Cuauhtémoc,Entire home/apt,2225,3,6675
984,Cuajimalpa de Morelos,Entire home/apt,799,30,23970
985,Tlalpan,Private room,1000,2,2000
986,Álvaro Obregón,Entire home/apt,1041,2,2082
987,Benito Juárez,Private room,544,2,1088
988,Álvaro Obregón,Entire home/apt,583,2,1166
989,Miguel Hidalgo,Entire home/apt,1590,4,6360
990,Miguel Hidalgo,Entire home/apt,593,2,1186
991,Miguel Hidalgo,Entire home/apt,1500,1,1500
992,Benito Juárez,Entire home/apt,806,1,806
993,Cuauhtémoc,Private room,454,2,908
994,Cuauhtémoc,Private room,627,2,1254
995,Cuauhtémoc,Entire home/apt,2038,3,6114
996,Cuauhtémoc,Entire home/apt,600,1,600
997,Cuauhtémoc,Entire home/apt,3469,3,10407
998,Cuauhtémoc,Private room,270,1,270
999,Cuauhtémoc,Entire home/apt,1100,3,3300
1000,Benito Juárez,Entire home/apt,1241,28,34748
1001,Benito Juárez,Private room,300,365,109500
1002,Benito Juárez,Entire home/apt,1114,7,7798
1003,Cuauhtémoc,Private room,679,3,2037
1004,Miguel Hidalgo,Entire home/apt,800,120,96000
1005,Benito Juárez,Private room,230,2,460
1006,Miguel Hidalgo,Private room,715,5,3575
1007,Coyoacán,Private room,350,2,700
1008,Cuajimalpa de Morelos,Entire home/apt,650,29,18850
1009,Coyoacán,Private room,972,3,2916
1010,Álvaro Obregón,Private room,300,3,900
1011,Cuauhtémoc,Private room,531,2,1062
1012,Miguel Hidalgo,Private room,650,1,650
1013,Coyoacán,Private room,312,1,312
1014,Miguel Hidalgo,Entire home/apt,1925,28,53900
1015,Cuauhtémoc,Private room,8733,1,8733
