id,neighbourhood,room_type,price,minimum_nights,minimum_price
19450,Cuauhtémoc,Entire home/apt,2113,1,2113
19451,Miguel Hidalgo,Private room,363,1,363
19452,Cuauhtémoc,Private room,637,1,637
19453,Benito Juárez,Entire home/apt,652,2,1304
19454,Cuauhtémoc,Private room,450,4,1800
19455,Cuauhtémoc,Entire home/apt,1057,2,2114
19456,Cuauhtémoc,Private room,1050,1,1050
19457,Tlalpan,Private room,250,3,750
19458,Cuauhtémoc,Entire home/apt,2600,2,5200
19459,Cuauhtémoc,Entire home/apt,1324,1,1324
19460,Cuauhtémoc,Entire home/apt,949,1,949
19461,Benito Juárez,Private room,571,3,1713
19462,Cuauhtémoc,Private room,950,1,950
19463,Benito Juárez,Entire home/apt,2414,1,2414
19464,Cuauhtémoc,Entire home/apt,1575,1,1575
19465,Miguel Hidalgo,Private room,1110,1,1110
19466,Álvaro Obregón,Private room,800,2,1600
19467,Venustiano Carranza,Entire home/apt,800,2,1600
19468,Cuauhtémoc,Entire home/apt,1566,1,1566
19469,Benito Juárez,Entire home/apt,922,3,2766
19470,Cuauhtémoc,Entire home/apt,1223,1,1223
19471,Cuauhtémoc,Private room,450,2,900
19472,Miguel Hidalgo,Entire home/apt,3001,1,3001
19473,Miguel Hidalgo,Entire home/apt,1969,1,1969
19474,Miguel Hidalgo,Entire home/apt,2096,2,4192
19475,Benito Juárez,Entire home/apt,3464,1,3464
19476,Cuauhtémoc,Entire home/apt,750,90,67500
19477,Cuauhtémoc,Shared room,1000,1,1000
19478,Cuauhtémoc,Entire home/apt,970,2,1940
19479,Miguel Hidalgo,Entire home/apt,1583,1,1583
19480,Tlalpan,Private room,364,1,364
19481,Álvaro Obregón,Private room,220,1,220
19482,Miguel Hidalgo,Entire home/apt,2400,3,7200
19483,Gustavo A. Madero,Private room,270,1,270
19484,Cuauhtémoc,Entire home/apt,874,2,1748
19485,Gustavo A. Madero,Entire home/apt,533,5,2665
19486,Cuauhtémoc,Private room,1479,2,2958
19487,Tlalpan,Private room,414,1,414
19488,Gustavo A. Madero,Entire home/apt,550,2,1100
19489,Miguel Hidalgo,Entire home/apt,2000,1,2000
19490,Miguel Hidalgo,Private room,1785,1,1785
19491,Cuauhtémoc,Private room,2056,1,2056
19492,Cuauhtémoc,Entire home/apt,1270,1,1270
19493,Venustiano Carranza,Entire home/apt,453,1,453
19494,Cuauhtémoc,Entire home/apt,3563,1,3563
19495,Coyoacán,Private room,195,2,390
19496,Miguel Hidalgo,Entire home/apt,2280,1,2280
19497,Cuauhtémoc,Entire home/apt,1257,3,3771
19498,Cuauhtémoc,Private room,800,2,1600
19499,Cuauhtémoc,Private room,389,2,778
19500,Benito Juárez,Private room,317,2,634
19501,Benito Juárez,Private room,321,2,642
19502,Miguel Hidalgo,Entire home/apt,906,3,2718
19503,Cuauhtémoc,Entire home/apt,1684,1,1684
19504,Miguel Hidalgo,Entire home/apt,2000,1,2000
19505,Cuauhtémoc,Private room,950,1,950
19506,Gustavo A. Madero,Private room,285,3,855
19507,Cuauhtémoc,Entire home/apt,2900,5,14500
19508,Cuauhtémoc,Private room,1399,1,1399
19509,Cuauhtémoc,Private room,250,1,250
19510,Miguel Hidalgo,Entire home/apt,1067,1,1067
19511,Benito Juárez,Entire home/apt,492,1,492
19512,Tlalpan,Entire home/apt,1529,3,4587
19513,Cuauhtémoc,Entire home/apt,1650,2,3300
19514,Azcapotzalco,Entire home/apt,450,1,450
19515,Cuauhtémoc,Entire home/apt,1155,1,1155
19516,Cuauhtémoc,Private room,1000,1,1000
19517,Cuauhtémoc,Private room,950,1,950
19518,Cuauhtémoc,Private room,600,1,600
19519,Cuauhtémoc,Entire home/apt,2470,5,12350
19520,Cuauhtémoc,Entire home/apt,1500,7,10500
19521,Cuauhtémoc,Private room,370,2,740
19522,Cuauhtémoc,Entire home/apt,1820,1,1820
19523,Cuauhtémoc,Entire home/apt,1299,2,2598
19524,Álvaro Obregón,Private room,379,1,379
19525,Cuauhtémoc,Private room,500,1,500
19526,Miguel Hidalgo,Entire home/apt,500,1,500
19527,Cuauhtémoc,Entire home/apt,613,1,613
19528,Gustavo A. Madero,Entire home/apt,9449,1,9449
19529,Cuauhtémoc,Entire home/apt,2063,2,4126
19530,Miguel Hidalgo,Private room,4000,3,12000
19531,Miguel Hidalgo,Private room,2500,4,10000
19532,Cuauhtémoc,Entire home/apt,1929,2,3858
19533,Cuauhtémoc,Entire home/apt,1086,3,3258
19534,Cuauhtémoc,Entire home/apt,1057,1,1057
19535,Coyoacán,Private room,500,1,500
19536,Benito Juárez,Private room,298,1,298
19537,Cuauhtémoc,Entire home/apt,2529,3,7587
19538,Miguel Hidalgo,Entire home/apt,1449,3,4347
19539,Benito Juárez,Entire home/apt,1007,1,1007
19540,Coyoacán,Entire home/apt,689,2,1378
19541,Miguel Hidalgo,Private room,460,3,1380
19542,Cuauhtémoc,Private room,500,1,500
19543,Cuauhtémoc,Private room,1278,2,2556
19544,Cuauhtémoc,Entire home/apt,2413,1,2413
19545,Miguel Hidalgo,Private room,767,1,767
19546,Cuauhtémoc,Entire home/apt,5822,2,11644
19547,Cuauhtémoc,Private room,700,1,700
19548,Cuauhtémoc,Private room,536,2,1072
19549,Álvaro Obregón,Entire home/apt,1200,2,2400
19550,Cuauhtémoc,Entire home/apt,739,1,739
19551,Benito Juárez,Entire home/apt,1203,1,1203
19552,Miguel Hidalgo,Entire home/apt,2259,1,2259
19553,Azcapotzalco,Entire home/apt,350,2,700
19554,Cuauhtémoc,Entire home/apt,1391,1,1391
19555,Coyoacán,Entire home/apt,650,1,650
19556,Cuauhtémoc,Entire home/apt,2074,3,6222
19557,Cuauhtémoc,Entire home/apt,1177,3,3531
19558,Coyoacán,Entire home/apt,1500,2,3000
19559,Benito Juárez,Entire home/apt,1979,2,3958
19560,Benito Juárez,Private room,320,1,320
19561,Benito Juárez,Entire home/apt,759,1,759
19562,Miguel Hidalgo,Entire home/apt,690,1,690
19563,Cuauhtémoc,Entire home/apt,1538,1,1538
19564,Cuauhtémoc,Entire home/apt,1760,1,1760
19565,Miguel Hidalgo,Entire home/apt,2149,2,4298
19566,Venustiano Carranza,Private room,435,1,435
19567,Cuauhtémoc,Private room,361,1,361
19568,Cuauhtémoc,Private room,326,1,326
19569,Cuauhtémoc,Entire home/apt,1239,2,2478
19570,Cuauhtémoc,Entire home/apt,1388,5,6940
19571,Benito Juárez,Private room,450,1,450
19572,Benito Juárez,Entire home/apt,1599,30,47970
19573,Miguel Hidalgo,Entire home/apt,2693,1,2693
19574,Benito Juárez,Private room,450,3,1350
19575,Azcapotzalco,Entire home/apt,450,1,450
19576,Cuauhtémoc,Entire home/apt,1300,1,1300
19577,Cuauhtémoc,Private room,1399,1,1399
19578,Coyoacán,Private room,349,1,349
19579,Cuauhtémoc,Entire home/apt,902,1,902
19580,Cuauhtémoc,Entire home/apt,1199,1,1199
19581,Cuajimalpa de Morelos,Entire home/apt,2500,4,10000
19582,Miguel Hidalgo,Entire home/apt,6532,1,6532
19583,Cuauhtémoc,Private room,2250,1,2250
19584,Azcapotzalco,Entire home/apt,450,1,450
19585,Iztacalco,Entire home/apt,756,1,756
19586,Cuauhtémoc,Entire home/apt,925,3,2775
19587,Cuauhtémoc,Entire home/apt,2150,5,10750
19588,Miguel Hidalgo,Entire home/apt,1485,1,1485
19589,Azcapotzalco,Entire home/apt,450,1,450
19590,Benito Juárez,Entire home/apt,5500,1,5500
19591,Cuauhtémoc,Entire home/apt,4571,3,13713
19592,Cuauhtémoc,Entire home/apt,1500,1,1500
19593,Coyoacán,Private room,400,1,400
19594,Álvaro Obregón,Private room,2000,1,2000
19595,Miguel Hidalgo,Entire home/apt,1800,1,1800
19596,Cuauhtémoc,Entire home/apt,1234,1,1234
19597,Miguel Hidalgo,Entire home/apt,1604,1,1604
19598,Iztacalco,Entire home/apt,897,2,1794
19599,Cuauhtémoc,Entire home/apt,1242,1,1242
19600,Cuauhtémoc,Entire home/apt,1155,1,1155
19601,Cuauhtémoc,Entire home/apt,1155,1,1155
19602,Cuauhtémoc,Private room,700,1,700
19603,Cuauhtémoc,Entire home/apt,12828,3,38484
19604,Miguel Hidalgo,Entire home/apt,1284,1,1284
19605,Miguel Hidalgo,Entire home/apt,1284,1,1284
19606,Cuauhtémoc,Entire home/apt,2226,1,2226
19607,Benito Juárez,Private room,350,5,1750
19608,Miguel Hidalgo,Entire home/apt,3500,1,3500
19609,Gustavo A. Madero,Entire home/apt,974,1,974
19610,Benito Juárez,Private room,1457,1,1457
19611,Benito Juárez,Private room,380,1,380
19612,Cuauhtémoc,Entire home/apt,2714,1,2714
19613,Cuauhtémoc,Entire home/apt,2309,1,2309
19614,Miguel Hidalgo,Entire home/apt,369,5,1845
19615,Miguel Hidalgo,Entire home/apt,1214,3,3642
19616,Miguel Hidalgo,Entire home/apt,1482,3,4446
19617,Cuauhtémoc,Entire home/apt,599,4,2396
19618,Miguel Hidalgo,Entire home/apt,1431,2,2862
19619,Iztacalco,Entire home/apt,354,1,354
19620,Cuauhtémoc,Private room,346,1,346
19621,Cuauhtémoc,Private room,351,1,351
19622,Cuauhtémoc,Entire home/apt,760,2,1520
19623,Cuauhtémoc,Entire home/apt,2018,2,4036
19624,Cuauhtémoc,Private room,1177,1,1177
19625,Cuauhtémoc,Entire home/apt,4250,2,8500
19626,Cuauhtémoc,Entire home/apt,5822,1,5822
19627,Cuauhtémoc,Entire home/apt,1297,1,1297
19628,Tlalpan,Entire home/apt,757,1,757
19629,Miguel Hidalgo,Entire home/apt,1730,2,3460
19630,Cuauhtémoc,Entire home/apt,1242,1,1242
19631,Miguel Hidalgo,Entire home/apt,1730,2,3460
19632,Miguel Hidalgo,Entire home/apt,16022,1,16022
19633,Benito Juárez,Entire home/apt,850,1,850
19634,Álvaro Obregón,Entire home/apt,1900,4,7600
19635,Benito Juárez,Entire home/apt,1890,2,3780
19636,Azcapotzalco,Private room,400,1,400
19637,Azcapotzalco,Entire home/apt,600,1,600
19638,Miguel Hidalgo,Private room,650,3,1950
19639,Cuauhtémoc,Private room,334,1,334
19640,Benito Juárez,Entire home/apt,2420,1,2420
19641,Coyoacán,Entire home/apt,1200,3,3600
19642,Cuauhtémoc,Entire home/apt,2333,3,6999
19643,Cuauhtémoc,Entire home/apt,485,1,485
19644,Cuauhtémoc,Private room,485,1,485
19645,Cuauhtémoc,Entire home/apt,1517,4,6068
19646,Cuauhtémoc,Entire home/apt,2129,1,2129
19647,Cuauhtémoc,Entire home/apt,1200,2,2400
19648,Miguel Hidalgo,Private room,316,1,316
19649,Tlalpan,Entire home/apt,1164,2,2328
19650,Benito Juárez,Private room,809,3,2427
19651,Miguel Hidalgo,Entire home/apt,3064,1,3064
19652,Miguel Hidalgo,Entire home/apt,1958,5,9790
19653,Miguel Hidalgo,Entire home/apt,576,1,576
19654,Cuauhtémoc,Entire home/apt,970378,1,970378
19655,Cuauhtémoc,Entire home/apt,700,1,700
19656,Cuauhtémoc,Entire home/apt,411,1,411
19657,Cuauhtémoc,Entire home/apt,3687,3,11061
19658,La Magdalena Contreras,Entire home/apt,1223,2,2446
19659,Cuauhtémoc,Entire home/apt,387,2,774
19660,Benito Juárez,Private room,314,29,9106
19661,Cuauhtémoc,Entire home/apt,700,2,1400
19662,Miguel Hidalgo,Entire home/apt,1490,1,1490
19663,Cuauhtémoc,Entire home/apt,2300,1,2300
19664,Cuauhtémoc,Entire home/apt,2248,1,2248
19665,Cuauhtémoc,Private room,390,3,1170
19666,Cuauhtémoc,Entire home/apt,690,3,2070
19667,Cuauhtémoc,Private room,380,2,760
19668,Coyoacán,Private room,270,1,270
19669,Gustavo A. Madero,Private room,385,2,770
19670,Miguel Hidalgo,Private room,3716,1,3716
19671,Cuauhtémoc,Private room,500,1,500
19672,Miguel Hidalgo,Private room,2980,1,2980
19673,Miguel Hidalgo,Private room,2980,1,2980
19674,Miguel Hidalgo,Private room,3251,1,3251
19675,Cuauhtémoc,Entire home/apt,1908,1,1908
19676,Miguel Hidalgo,Private room,4304,1,4304
19677,Miguel Hidalgo,Private room,3260,1,3260
19678,Cuauhtémoc,Entire home/apt,750,5,3750
19679,Miguel Hidalgo,Entire home/apt,2188,2,4376
19680,Cuauhtémoc,Entire home/apt,1121,1,1121
19681,Venustiano Carranza,Private room,793,1,793
19682,Álvaro Obregón,Entire home/apt,1458,10,14580
19683,Cuauhtémoc,Entire home/apt,900,3,2700
19684,Benito Juárez,Entire home/apt,1100,15,16500
19685,Cuauhtémoc,Entire home/apt,1500,3,4500
19686,Xochimilco,Private room,914,1,914
19687,Cuauhtémoc,Entire home/apt,700,3,2100
19688,Cuauhtémoc,Entire home/apt,914,2,1828
19689,Cuauhtémoc,Entire home/apt,1407,1,1407
19690,Coyoacán,Private room,625,1,625
19691,Cuauhtémoc,Entire home/apt,3306,1,3306
19692,Cuauhtémoc,Entire home/apt,1241,3,3723
19693,Venustiano Carranza,Private room,281,1,281
19694,Benito Juárez,Entire home/apt,1200,2,2400
19695,Cuauhtémoc,Entire home/apt,990,2,1980
19696,Benito Juárez,Entire home/apt,1929,1,1929
19697,Benito Juárez,Entire home/apt,1400,1,1400
19698,Miguel Hidalgo,Private room,559,1,559
19699,Miguel Hidalgo,Entire home/apt,3970,2,7940
19700,Cuajimalpa de Morelos,Private room,399,1,399
19701,Cuauhtémoc,Entire home/apt,600,10,6000
19702,Cuauhtémoc,Entire home/apt,1339,6,8034
19703,Miguel Hidalgo,Entire home/apt,2786,1,2786
19704,Cuauhtémoc,Private room,1050,1,1050
19705,Cuauhtémoc,Entire home/apt,900,2,1800
19706,Miguel Hidalgo,Private room,600,2,1200
19707,Coyoacán,Entire home/apt,900,1,900
19708,Cuauhtémoc,Entire home/apt,2740,2,5480
19709,Benito Juárez,Entire home/apt,997,1,997
19710,Cuauhtémoc,Private room,950,1,950
19711,Benito Juárez,Entire home/apt,1200,1,1200
19712,Cuauhtémoc,Entire home/apt,3370,2,6740
19713,Benito Juárez,Entire home/apt,1500,1,1500
19714,Cuauhtémoc,Entire home/apt,1511,2,3022
19715,Venustiano Carranza,Entire home/apt,635,1,635
19716,Miguel Hidalgo,Entire home/apt,1047,2,2094
19717,Benito Juárez,Private room,300,2,600
19718,Benito Juárez,Entire home/apt,1400,1,1400
19719,Benito Juárez,Private room,210,30,6300
19720,Benito Juárez,Entire home/apt,749,1,749
19721,Azcapotzalco,Entire home/apt,450,1,450
19722,Cuauhtémoc,Entire home/apt,2024,1,2024
19723,Miguel Hidalgo,Entire home/apt,1633,1,1633
19724,Álvaro Obregón,Entire home/apt,1100,2,2200
19725,Álvaro Obregón,Private room,250,1,250
19726,Cuauhtémoc,Private room,10729,1,10729
19727,Miguel Hidalgo,Entire home/apt,2107,2,4214
19728,Cuauhtémoc,Private room,10007,1,10007
19729,Cuauhtémoc,Entire home/apt,1850,1,1850
19730,Benito Juárez,Private room,500,1,500
19731,Cuauhtémoc,Entire home/apt,1514,2,3028
19732,Miguel Hidalgo,Entire home/apt,3580,2,7160
19733,Álvaro Obregón,Private room,300,2,600
19734,Miguel Hidalgo,Entire home/apt,2979,2,5958
19735,Cuauhtémoc,Entire home/apt,747,2,1494
19736,Benito Juárez,Entire home/apt,1997,1,1997
19737,Cuauhtémoc,Entire home/apt,1253,1,1253
19738,Miguel Hidalgo,Entire home/apt,800,1,800
19739,Cuauhtémoc,Private room,271,2,542
19740,Cuauhtémoc,Private room,950,1,950
19741,Tlalpan,Entire home/apt,843,2,1686
19742,Cuauhtémoc,Entire home/apt,1774,2,3548
19743,Benito Juárez,Private room,600,1,600
19744,Coyoacán,Private room,200,1,200
19745,Azcapotzalco,Entire home/apt,1080,1,1080
19746,Cuauhtémoc,Entire home/apt,3090,3,9270
19747,Cuauhtémoc,Entire home/apt,1810,1,1810
19748,Cuauhtémoc,Entire home/apt,1650,1,1650
19749,Cuauhtémoc,Entire home/apt,3332,1,3332
19750,Cuauhtémoc,Entire home/apt,2092,1,2092
19751,Iztapalapa,Entire home/apt,1153,1,1153
19752,Miguel Hidalgo,Private room,1550,1,1550
19753,Cuauhtémoc,Entire home/apt,1273,1,1273
19754,Coyoacán,Entire home/apt,700,2,1400
19755,Cuauhtémoc,Entire home/apt,1941,1,1941
19756,Cuauhtémoc,Entire home/apt,2387,1,2387
19757,Cuauhtémoc,Entire home/apt,2911,2,5822
19758,Cuauhtémoc,Entire home/apt,2763,1,2763
19759,Miguel Hidalgo,Entire home/apt,2510,1,2510
19760,Cuauhtémoc,Entire home/apt,2016,1,2016
19761,Miguel Hidalgo,Entire home/apt,1116,2,2232
19762,Miguel Hidalgo,Entire home/apt,2158,2,4316
19763,Cuauhtémoc,Entire home/apt,750,1,750
19764,Cuauhtémoc,Shared room,150,1,150
19765,Miguel Hidalgo,Shared room,144,1,144
19766,Cuauhtémoc,Private room,600,1,600
19767,Miguel Hidalgo,Shared room,156,1,156
19768,Miguel Hidalgo,Entire home/apt,2168,1,2168
19769,Cuauhtémoc,Entire home/apt,907,2,1814
19770,Cuauhtémoc,Entire home/apt,1451,1,1451
19771,Cuauhtémoc,Private room,341,1,341
19772,Cuauhtémoc,Entire home/apt,686,2,1372
19773,Benito Juárez,Private room,873,2,1746
19774,Cuauhtémoc,Entire home/apt,3901,1,3901
19775,Cuauhtémoc,Entire home/apt,2268,1,2268
19776,Álvaro Obregón,Entire home/apt,817,3,2451
19777,Cuauhtémoc,Entire home/apt,1190,4,4760
19778,Iztapalapa,Private room,330,1,330
19779,Cuauhtémoc,Entire home/apt,1985,1,1985
19780,Miguel Hidalgo,Entire home/apt,1100,1,1100
19781,Cuauhtémoc,Entire home/apt,950,1,950
19782,Miguel Hidalgo,Entire home/apt,1100,1,1100
19783,Benito Juárez,Entire home/apt,1142,2,2284
19784,Coyoacán,Entire home/apt,600,2,1200
19785,Cuajimalpa de Morelos,Entire home/apt,3020,2,6040
19786,Cuauhtémoc,Entire home/apt,819,2,1638
19787,Miguel Hidalgo,Entire home/apt,1100,1,1100
19788,Miguel Hidalgo,Entire home/apt,900,1,900
19789,Benito Juárez,Private room,280,5,1400
19790,Cuajimalpa de Morelos,Entire home/apt,1519,1,1519
19791,Venustiano Carranza,Entire home/apt,3829,1,3829
19792,Cuauhtémoc,Entire home/apt,20759,1,20759
19793,Tlalpan,Private room,250,3,750
19794,Álvaro Obregón,Entire home/apt,580,1,580
19795,Coyoacán,Entire home/apt,259,2,518
19796,Tlalpan,Private room,251,3,753
19797,Tlalpan,Private room,250,3,750
19798,Cuauhtémoc,Private room,709,2,1418
19799,Benito Juárez,Private room,4172,1,4172
19800,Miguel Hidalgo,Private room,1468,1,1468
19801,Cuauhtémoc,Entire home/apt,1520,3,4560
19802,Miguel Hidalgo,Entire home/apt,953,5,4765
19803,Miguel Hidalgo,Entire home/apt,1135,1,1135
19804,Cuauhtémoc,Entire home/apt,870,2,1740
19805,Benito Juárez,Entire home/apt,1500,2,3000
19806,Cuauhtémoc,Entire home/apt,950,10,9500
19807,Benito Juárez,Private room,450,2,900
19808,Cuauhtémoc,Entire home/apt,4971,2,9942
19809,Cuauhtémoc,Private room,550,1,550
19810,Miguel Hidalgo,Entire home/apt,2849,2,5698
19811,Cuauhtémoc,Private room,600,1,600
19812,Benito Juárez,Private room,201,20,4020
19813,Cuauhtémoc,Entire home/apt,2775,1,2775
19814,Miguel Hidalgo,Entire home/apt,15000,1,15000
19815,Cuauhtémoc,Private room,600,1,600
19816,Tlalpan,Private room,230,3,690
19817,Cuauhtémoc,Entire home/apt,646,2,1292
19818,Miguel Hidalgo,Private room,357,1,357
19819,Miguel Hidalgo,Shared room,144,1,144
19820,Coyoacán,Private room,350,1,350
19821,Cuauhtémoc,Entire home/apt,1530,2,3060
19822,Cuauhtémoc,Entire home/apt,1482,2,2964
19823,Cuauhtémoc,Private room,1056,1,1056
19824,Miguel Hidalgo,Entire home/apt,890,1,890
19825,Venustiano Carranza,Private room,1032,1,1032
19826,Miguel Hidalgo,Private room,464,1,464
19827,Cuauhtémoc,Entire home/apt,1359,2,2718
19828,Miguel Hidalgo,Entire home/apt,1129,7,7903
19829,Cuauhtémoc,Entire home/apt,1114,2,2228
19830,Cuauhtémoc,Entire home/apt,2600,2,5200
19831,Cuauhtémoc,Entire home/apt,3443,1,3443
19832,Cuauhtémoc,Private room,350,3,1050
19833,Benito Juárez,Private room,500,1,500
19834,Álvaro Obregón,Private room,355,1,355
19835,Cuauhtémoc,Private room,261,1,261
19836,Cuauhtémoc,Private room,600,2,1200
19837,Miguel Hidalgo,Private room,1703,2,3406
19838,Miguel Hidalgo,Private room,1824,2,3648
19839,Cuauhtémoc,Entire home/apt,429,2,858
19840,Miguel Hidalgo,Private room,1445,2,2890
19841,Cuajimalpa de Morelos,Entire home/apt,1899,1,1899
19842,Venustiano Carranza,Entire home/apt,650,2,1300
19843,Cuajimalpa de Morelos,Entire home/apt,972,2,1944
19844,Benito Juárez,Entire home/apt,3842,1,3842
19845,Benito Juárez,Entire home/apt,1086,1,1086
19846,Miguel Hidalgo,Entire home/apt,1800,3,5400
19847,Benito Juárez,Entire home/apt,1057,1,1057
19848,Miguel Hidalgo,Private room,3996,1,3996
19849,Benito Juárez,Private room,400,1,400
19850,Miguel Hidalgo,Entire home/apt,2100,3,6300
19851,Miguel Hidalgo,Entire home/apt,5000,1,5000
19852,Benito Juárez,Entire home/apt,1150,1,1150
19853,Miguel Hidalgo,Private room,284,1,284
19854,Benito Juárez,Entire home/apt,995,1,995
19855,Cuauhtémoc,Private room,471,3,1413
19856,Benito Juárez,Entire home/apt,1029,1,1029
19857,Benito Juárez,Entire home/apt,1900,2,3800
19858,Benito Juárez,Private room,814,3,2442
19859,Cuauhtémoc,Entire home/apt,2013,1,2013
19860,Cuauhtémoc,Entire home/apt,1400,2,2800
19861,Cuauhtémoc,Entire home/apt,4000,2,8000
19862,Coyoacán,Entire home/apt,900,2,1800
19863,Miguel Hidalgo,Entire home/apt,2500,3,7500
19864,Álvaro Obregón,Private room,450,2,900
19865,Cuauhtémoc,Entire home/apt,860,2,1720
19866,Miguel Hidalgo,Entire home/apt,1000,1,1000
19867,Álvaro Obregón,Private room,350,1,350
19868,Cuauhtémoc,Entire home/apt,706,2,1412
19869,Miguel Hidalgo,Private room,450,2,900
19870,Cuauhtémoc,Entire home/apt,2971,1,2971
19871,Tlalpan,Private room,250,3,750
19872,Cuauhtémoc,Private room,600,2,1200
19873,Cuauhtémoc,Entire home/apt,950,2,1900
19874,Tlalpan,Entire home/apt,500,2,1000
19875,Cuajimalpa de Morelos,Entire home/apt,2279,1,2279
19876,Cuajimalpa de Morelos,Entire home/apt,2563,1,2563
19877,Iztacalco,Entire home/apt,650,1,650
19878,Cuauhtémoc,Entire home/apt,2773,1,2773
19879,Tlalpan,Entire home/apt,1262,1,1262
19880,Cuauhtémoc,Entire home/apt,1442,1,1442
19881,Cuauhtémoc,Entire home/apt,793,2,1586
19882,Cuajimalpa de Morelos,Entire home/apt,2563,1,2563
19883,Cuajimalpa de Morelos,Entire home/apt,3418,1,3418
19884,Benito Juárez,Entire home/apt,1808,1,1808
19885,Cuauhtémoc,Entire home/apt,1514,1,1514
19886,Cuauhtémoc,Entire home/apt,1447,1,1447
